Timestamp,"Các bạn vui lòng chọn mức độ đồng ý của mình với mỗi câu nhận định sau đây (1 - rất không đồng ý, 5 - rất đồng ý):   [Tôi biết rõ về AR]",I. Độ quen thuộc với công nghệ và ứng dụng AR [1. Tôi quen thuộc với những công nghệ này],I. Độ quen thuộc với công nghệ và ứng dụng AR [2. Tôi đang sử dụng những công nghệ này trong cuộc sống hàng ngày],II. Sử dụng trong các lĩnh vực của cuộc sống (có thể chọn nhiều đáp án),III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [1. Môi trường mua sắm ảo],III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [2. Chuyến tham quan ảo],"III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [3. Hình dung, mô hình]",III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [4. Giả lập],I. Sự thích thú [1. Tôi nhận thấy mua hàng thời trang thông qua các ứng dụng thực tế ảo tăng cường thú vị.],I. Sự thích thú [2. Tôi nhận thấy quá trình mua hàng thông qua các ứng dụng thực tế ảo tăng cường khiến tôi hài lòng],I. Sự thích thú [3. Tôi cảm thấy vui vẻ khi sử dụng các ứng dụng thực tế ảo tăng cường trong quá trình mua hàng.],I. Sự thích thú [4. Tôi nhận thấy mua hàng thời trang thông qua các ứng dụng thực tế ảo tăng cường hấp dẫn.],II. Bản sắc xã hội [1. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang khiến tôi cảm thấy bản thân được cảm nhận.],II. Bản sắc xã hội [2. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang giúp cải thiện cách tôi nhận được khi mua hàng.],II. Bản sắc xã hội [3. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang tạo ấn tượng tốt với người khác.],II. Bản sắc xã hội [4. Vai trò của tôi trong xã hội đòi hỏi phải sử dụng thực tế ảo tăng cường trong mua sắm thời trang.],III. Bản sắc cá nhân [1. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang giúp tôi đạt được hình mẫu mà tôi hướng đến.],III. Bản sắc cá nhân [2. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang giúp chúng ta giảm khoảng cách giữa giữa con người hiện tại của tôi và hình mẫu mà tôi mong muốn trở thành],III. Bản sắc cá nhân [3.  Sử dụng thực tế ảo tăng cường trong mua sắm thời trang là một phần hình mẫu của tôi.],IV. Dễ sử dụng [1. Tôi nghĩ rằng việc sử dụng ứng dụng thực tế ảo tăng cường rất dễ dàng],IV. Dễ sử dụng [2. Tôi nghĩ rất đơn giản để học cách sử dụng ứng dụng thực tế ảo tăng cường.],IV. Dễ sử dụng [3. Tôi nghĩ rằng nó không đòi hỏi nhiều nỗ lực để sử dụng một ứng dụng thực tế ảo tăng cường.],IV. Dễ sử dụng [4.  Tôi nghĩ rằng ứng dụng thực tế ảo tăng cường là rất rõ ràng và dễ hiểu.],V. Lợi ích [1. Tôi có thể cải thiện quy trình mua hàng thời trang với một ứng dụng thực tế ảo tăng cường.],V. Lợi ích [2. Quá trình mua hàng thời trang của tôi sẽ hiệu quả hơn khi áp dụng ứng dụng thực tế ảo tăng cường],V. Lợi ích [3. Thực tế ảo tăng cường sẽ hữu ích khi mua hàng thời trang],V. Lợi ích [4. Thực tế ảo tăng cường sẽ cải thiện khả năng của tôi khi mua hàng trực tuyến.],VI. Thái độ [1. Tôi thích ý tưởng mua hàng thời trang với thực tế ảo tăng cường.],VI. Thái độ [2. Tôi nghĩ rằng đó là một ý kiến hay khi mua hàng thời trang với thực tế ảo tăng cường.],VI. Thái độ [3. Tôi có một cái nhìn thích thú với việc mua hàng thời trang với thực tế ảo tăng cường],VII. Giá trị [1. Ứng dụng thực tế ảo tăng cường có thể mang lại lợi ích cho tôi nhiều hơn so với mức cần.],VII. Giá trị [2. Các ứng dụng thực tế ảo tăng cường phải xứng đáng đối với tôi so với sự yêu cầu được nhận lại.],"VII. Giá trị [3.  Nhìn chung, các ứng dụng thực tế ảo tăng cường đều mang giá trị tốt.]",VIII.  Sự vui vẻ [1. Sử dụng các ứng dụng thực tế ảo tăng cường trong mua sắm thời trang rất vui.],VIII.  Sự vui vẻ [2. Sử dụng các ứng dụng thực tế ảo tăng cường trong mua sắm thời trang rất hứng thú .],VIII.  Sự vui vẻ [3. Sử dụng các ứng dụng thực tế ảo tăng cường trong mua sắm thời trang rất giải trí.],IX.  Ý định sử dụng [1. Tôi sẽ xem xét thực tế ảo tăng cường khi mua hàng thời trang.],IX.  Ý định sử dụng [2. Tôi sẽ sử dụng thực tế ảo tăng cường thường xuyên trong mua hàng thời trang trong tương lai.],IX.  Ý định sử dụng [3. Tôi nghĩ sẽ rất đáng để tôi sử dụng thực tế ảo tăng cường trong mua hàng thời trang.],IX.  Ý định sử dụng [4. Tôi dự định chi nhiều tiền hơn khi mua hàng thời trang với thực tế ảo tăng cường.],Gender,Age,Location
30/10/2022 18:31:14,1,4,3,Giải trí,3,1,2,1,5,4,3,4,4,3,5,3,5,3,5,4,4,3,4,5,4,3,4,4,4,5,3,5,4,3,4,4,4,4,3,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:32:44,1,2,1,Giải trí,2,1,1,1,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,3,4,3,4,3,4,3,3,3,3,4,3,5,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:33:48,1,3,1,"Giải trí, Du lịch ảo / trải nghiệm",3,2,2,1,3,4,2,4,3,4,3,4,4,3,3,4,3,3,4,4,4,3,2,3,4,3,5,4,4,5,4,4,3,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:34:44,2,5,4,Du lịch ảo / trải nghiệm,1,1,2,1,4,3,4,4,4,3,4,3,3,3,4,4,5,4,5,5,5,4,4,4,5,4,4,5,4,4,5,4,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:35:59,1,2,2,"Giải trí, Khác",2,1,2,1,4,4,3,5,5,4,5,4,3,4,4,4,4,3,4,4,5,3,4,4,3,4,4,5,3,5,3,5,3,4,5,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:37:17,2,1,2,"Giải trí, Du lịch ảo / trải nghiệm",1,1,1,1,3,2,5,4,4,4,5,3,4,3,4,3,5,3,4,4,4,3,5,4,5,3,5,3,3,5,3,5,3,5,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:38:29,1,3,1,Giải trí,3,2,1,1,4,5,4,4,5,4,4,4,3,4,3,3,4,4,5,3,5,5,5,5,3,2,4,3,4,5,3,5,3,5,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:39:52,2,3,4,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,1,1,1,5,3,4,3,4,4,2,4,4,3,5,5,3,5,4,4,4,3,4,4,3,4,4,3,3,4,3,5,4,5,4,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:41:18,2,4,2,Du lịch ảo / trải nghiệm,2,2,1,1,4,3,5,4,4,5,3,5,4,3,5,4,5,3,4,3,4,3,5,3,5,3,4,3,5,4,3,5,4,3,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:42:39,2,1,2,Giải trí,3,2,1,2,4,3,5,4,4,4,5,4,4,3,4,3,5,4,4,4,5,3,4,5,3,4,4,5,4,3,5,4,3,4,5,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:43:37,2,2,1,Giải trí,3,1,2,1,4,3,4,4,4,5,3,4,5,4,3,4,4,3,4,4,4,3,5,5,4,5,3,4,4,4,3,5,4,3,5,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:49:18,1,1,2,Du lịch ảo / trải nghiệm,2,3,2,1,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,5,3,4,3,4,3,4,5,3,4,5,3,4,3,5,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:50:33,1,3,2,Giải trí,3,1,3,2,5,3,4,3,4,4,3,4,4,5,3,5,3,5,4,4,4,5,5,3,5,3,5,4,5,3,5,4,3,5,3,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:51:28,1,3,1,Giải trí,3,2,2,1,4,5,3,4,4,5,3,4,4,3,4,3,4,3,5,4,3,5,4,4,3,5,4,3,5,3,5,4,4,3,4,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:52:29,1,2,1,Du lịch ảo / trải nghiệm,1,2,1,1,3,2,4,4,4,5,3,4,4,3,4,4,4,3,5,3,5,4,3,5,3,5,3,5,3,5,3,4,4,3,5,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:53:46,2,3,2,Giải trí,3,4,4,1,4,3,4,5,5,5,4,4,4,3,4,4,4,2,4,4,3,4,4,3,5,4,5,4,3,4,4,5,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:54:42,4,3,5,"Giải trí, Học tập, giáo dục",4,3,4,4,5,4,4,5,4,4,4,3,4,3,4,4,4,3,3,4,5,5,5,4,4,3,5,4,4,5,4,4,4,5,5,4,nữ,20 đến 29 tuổi,miền Bắc
30/10/2022 18:55:00,2,3,2,Giải trí,2,1,1,1,3,3,5,5,4,4,5,4,5,4,3,5,4,4,4,5,4,3,4,4,4,5,3,5,4,5,4,5,3,5,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:58:18,2,2,2,Du lịch ảo / trải nghiệm,2,2,1,1,5,3,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,5,4,4,4,5,4,5,4,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 18:59:18,2,1,1,Giải trí,1,1,2,2,3,4,5,5,5,4,4,5,4,5,4,4,5,3,4,4,5,4,3,4,3,4,4,5,4,5,4,4,4,3,5,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 19:04:44,4,3,4,Khác,3,4,3,2,5,3,4,3,3,4,4,3,3,3,4,4,2,3,2,3,4,2,3,4,4,3,3,4,4,5,4,4,3,3,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 19:07:10,2,2,3,Giải trí,4,2,2,2,4,4,4,4,4,4,4,4,3,4,4,2,2,2,2,3,4,3,3,4,4,4,3,3,4,5,5,5,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 19:11:46,3,3,4,Giải trí,4,4,3,3,4,5,3,4,4,4,4,3,4,4,3,4,4,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 19:14:19,4,3,5,Giải trí,4,2,2,2,5,5,5,5,4,4,4,4,4,5,4,2,2,2,2,3,4,4,4,3,3,3,3,3,4,4,4,4,4,3,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 19:17:19,3,2,4,Giải trí,3,2,3,3,4,4,3,4,4,4,3,4,4,5,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,3,4,5,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 19:21:14,4,4,4,Giải trí,5,5,3,3,5,5,5,5,4,4,4,4,3,4,4,2,2,3,3,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,5,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 19:24:29,5,4,5,Giải trí,5,5,4,4,5,5,5,5,4,4,4,5,5,5,5,3,4,3,4,4,4,4,5,4,4,3,4,4,4,4,5,5,4,4,4,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 19:26:58,1,3,3,Giải trí,3,2,2,1,3,3,3,3,3,3,2,3,4,3,4,1,1,1,2,3,3,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 20:49:16,3,3,2,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,3,3,3,5,5,3,5,5,5,5,4,4,4,5,4,4,5,5,4,4,5,4,4,4,3,4,5,5,5,5,5,5,5,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 20:50:22,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,3,3,3,5,5,5,3,3,4,4,4,4,3,3,3,3,3,4,3,4,3,4,4,3,3,3,4,3,3,3,3,4,3,3,3,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:13:41,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,3,3,3,4,3,4,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,4,5,5,4,5,4,5,4,4,5,4,4,4,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:15:47,3,4,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,2,3,3,5,5,5,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,5,4,4,3,3,4,5,3,4,5,4,4,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:19:50,3,2,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,4,4,3,5,5,4,5,4,4,4,4,4,3,4,4,5,5,4,4,5,5,5,4,3,3,3,3,4,4,4,4,4,4,5,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:20:55,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,2,2,2,4,4,5,4,4,4,5,4,5,5,5,5,4,4,4,4,4,5,5,4,5,4,4,4,4,5,5,4,4,5,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:21:48,3,5,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,2,2,2,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,4,4,4,4,4,5,4,4,4,5,5,5,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:22:40,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,2,2,2,5,4,4,4,4,5,4,4,4,5,5,5,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,5,4,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:23:57,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,2,2,2,4,5,5,5,4,5,4,4,4,4,4,5,5,4,4,4,5,4,4,4,5,5,5,5,3,5,3,4,4,5,3,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:25:10,3,3,2,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,2,2,2,5,5,5,5,4,5,4,4,4,4,4,5,4,3,4,4,3,5,5,5,5,4,5,4,4,4,5,3,4,3,3,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:26:15,3,3,2,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,1,2,2,5,4,4,4,4,5,3,3,4,4,5,4,4,5,5,4,5,4,4,4,4,4,5,4,5,4,4,4,5,5,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:27:12,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,1,2,1,4,4,4,3,4,5,5,5,4,5,4,5,4,4,4,4,4,3,5,4,5,5,4,4,5,4,5,5,4,3,5,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:28:06,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,1,1,1,5,4,5,5,5,4,4,4,4,5,5,4,4,4,5,4,5,5,4,4,5,4,5,5,4,5,5,3,4,5,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:29:07,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,2,3,2,5,5,4,5,4,4,3,4,4,3,5,4,3,4,5,3,4,4,5,5,4,4,4,4,5,4,5,5,4,4,5,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:33:39,3,3,2,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,2,1,1,4,4,4,3,5,3,4,5,4,5,3,4,3,4,5,4,5,5,4,4,3,5,4,5,3,4,4,5,4,5,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:34:35,3,3,1,Giải trí,3,2,1,2,4,4,3,5,4,5,4,5,4,3,5,5,5,4,4,5,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:35:51,3,3,2,Du lịch ảo / trải nghiệm,3,2,3,1,5,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,4,5,4,4,3,5,5,4,4,5,3,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:36:54,3,3,1,"Giải trí, Học tập, giáo dục",3,2,1,1,5,5,5,4,5,5,4,4,5,4,4,5,4,5,5,4,5,4,5,4,4,5,4,4,5,4,4,3,4,5,5,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:37:49,3,2,1,"Giải trí, Du lịch ảo / trải nghiệm",3,1,1,2,5,4,5,5,4,3,5,4,4,4,3,3,4,3,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,5,3,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:38:55,3,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",1,2,2,1,2,3,3,4,4,3,2,3,3,4,3,3,2,2,3,3,4,2,3,3,2,4,4,3,5,3,4,2,3,2,2,4,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 21:41:25,1,1,1,"Giải trí, Du lịch ảo / trải nghiệm",1,1,2,1,3,4,4,4,5,5,4,5,5,4,4,5,4,3,4,4,3,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:44:24,1,2,1,Giải trí,1,1,1,1,4,5,5,4,5,4,5,5,5,5,4,5,4,5,5,4,3,4,5,4,3,4,5,3,4,4,5,3,5,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:45:28,5,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,5,4,4,4,4,4,4,4,4,5,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:45:51,3,4,4,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,4,3,4,4,3,4,4,3,2,3,4,4,3,2,3,4,4,3,3,5,4,3,4,3,4,2,3,4,4,3,4,4,5,3,5,nữ,20 đến 29 tuổi,miền Trung
30/10/2022 21:46:34,1,1,1,Giải trí,2,1,2,1,4,5,5,4,4,4,5,4,4,3,3,3,4,4,3,4,4,4,3,4,4,3,4,4,3,5,4,4,4,4,5,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:46:37,1,1,1,Giải trí,2,1,2,1,4,5,4,4,4,5,4,5,3,4,4,3,4,4,4,3,3,4,3,4,4,3,4,4,3,4,5,3,4,4,4,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:47:28,4,4,5,"Giải trí, Du lịch ảo / trải nghiệm, Mua sắm thời trang",4,5,4,4,4,5,4,4,4,5,4,4,4,4,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:47:47,1,2,1,Du lịch ảo / trải nghiệm,2,1,2,1,4,5,5,4,5,4,5,4,3,4,4,5,3,5,4,4,3,4,4,4,5,3,4,4,5,4,3,4,5,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:48:05,3,4,3,Khác,4,3,2,3,3,4,4,3,5,5,3,4,4,5,3,3,4,5,4,4,3,3,5,4,3,4,5,4,3,3,4,4,5,3,4,4,nữ,20 đến 29 tuổi,miền Trung
30/10/2022 21:48:10,1,1,2,Giải trí,1,2,1,1,3,3,3,3,3,4,3,4,3,4,3,4,3,3,4,4,4,3,3,4,4,4,4,3,4,4,5,5,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:48:44,5,4,5,"Học tập, giáo dục, Mua sắm thời trang",5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:48:56,2,3,2,"Giải trí, Du lịch ảo / trải nghiệm",2,1,1,2,4,4,3,3,4,5,4,5,4,3,4,4,3,4,4,5,3,4,4,4,3,4,5,4,5,5,3,5,4,4,5,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:49:05,4,3,4,Mua sắm thời trang,4,5,5,4,3,2,3,4,4,5,4,5,3,4,5,5,4,4,3,5,4,5,5,4,3,4,4,3,4,2,3,2,4,5,3,3,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 21:49:49,4,5,1,Giải trí,5,5,4,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:50:01,3,3,2,"Giải trí, Học tập, giáo dục",3,2,2,2,4,3,3,4,4,4,4,4,4,4,3,4,3,5,5,5,3,4,4,4,3,4,5,4,4,4,4,3,4,5,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:50:09,3,4,2,Du lịch ảo / trải nghiệm,2,4,4,3,2,3,3,4,5,5,2,2,3,2,3,4,3,3,4,5,5,4,3,4,4,5,3,4,2,4,3,5,4,3,2,4,nữ,20 đến 29 tuổi,miền Trung
30/10/2022 21:50:10,2,2,1,Giải trí,1,1,1,2,4,5,4,3,4,4,3,4,4,5,3,4,3,5,3,4,3,3,4,4,3,4,5,3,4,4,3,4,4,5,4,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:50:21,4,4,4,"Giải trí, Khác",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:50:32,1,1,2,Giải trí,2,1,2,1,2,3,3,2,2,3,3,3,4,3,4,3,3,4,3,3,3,3,4,3,4,3,4,3,4,4,5,4,3,4,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:51:14,2,3,4,Du lịch ảo / trải nghiệm,4,5,4,4,2,3,2,2,4,4,3,5,4,3,5,3,4,4,3,5,5,3,4,4,2,3,3,4,2,3,4,5,4,3,2,2,nữ,20 đến 29 tuổi,miền Trung
30/10/2022 21:51:28,2,2,1,"Giải trí, Học tập, giáo dục",2,2,1,1,4,5,4,4,5,4,5,4,5,4,4,4,3,4,4,4,3,4,4,4,3,4,5,3,4,4,3,4,4,3,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:51:43,3,4,3,"Giải trí, Học tập, giáo dục",3,2,2,1,4,4,4,3,4,3,4,4,3,4,3,4,4,5,4,4,5,4,4,4,4,3,4,3,4,3,4,3,3,3,3,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:51:50,4,4,3,Mua sắm thời trang,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:52:09,1,1,2,Giải trí,1,2,2,1,2,3,2,2,2,3,2,3,4,3,3,4,5,4,4,4,4,3,4,5,4,4,4,4,3,5,4,5,4,4,3,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:52:27,1,1,2,"Giải trí, Du lịch ảo / trải nghiệm",1,1,2,2,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,3,4,3,4,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:53:09,3,3,2,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,1,2,1,4,3,4,4,4,4,3,4,4,5,5,5,4,3,5,4,5,4,4,4,5,5,4,4,5,4,3,5,4,5,3,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:53:13,3,2,2,"Giải trí, Học tập, giáo dục",1,2,3,1,4,5,5,4,4,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,5,4,5,4,5,5,4,4,4,5,4,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:53:37,1,2,3,"Giải trí, Du lịch ảo / trải nghiệm",2,1,2,1,4,5,4,4,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,4,3,4,5,4,5,4,5,4,3,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:54:04,1,1,2,Giải trí,1,2,2,2,3,2,3,3,3,2,3,3,4,3,3,2,2,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:54:52,2,1,2,"Giải trí, Du lịch ảo / trải nghiệm",1,1,1,2,3,4,4,5,4,5,4,5,4,3,5,5,4,5,4,4,4,5,5,4,3,4,5,3,4,4,3,4,4,3,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:55:14,2,2,2,"Giải trí, Mua sắm thời trang",1,2,2,1,5,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,4,4,5,5,4,4,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:56:28,2,1,2,"Giải trí, Du lịch ảo / trải nghiệm",2,1,1,1,5,3,4,4,5,3,4,4,4,3,4,4,4,5,4,4,4,4,5,3,4,4,4,4,3,4,4,3,4,3,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:56:37,3,4,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,2,2,1,4,3,4,3,3,4,5,3,4,5,5,3,5,4,4,4,5,3,4,3,4,4,3,5,4,3,4,3,4,4,5,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:56:56,4,4,4,Mua sắm thời trang,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:57:28,1,1,2,"Giải trí, Du lịch ảo / trải nghiệm",1,1,1,1,4,4,5,4,4,5,5,4,5,4,5,4,4,3,4,4,5,5,4,4,5,4,4,5,4,4,5,4,5,4,4,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 21:57:35,2,2,2,"Giải trí, Học tập, giáo dục, Khác",2,2,2,2,5,5,5,4,5,5,4,5,5,5,4,5,4,4,5,5,4,4,5,5,4,5,5,5,5,5,4,5,5,4,5,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:57:49,3,2,1,Du lịch ảo / trải nghiệm,3,2,1,1,3,4,4,5,5,3,4,5,4,5,4,5,5,4,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,3,5,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:58:20,5,5,4,"Giải trí, Du lịch ảo / trải nghiệm",5,4,5,5,5,4,5,5,4,4,5,5,5,5,4,5,5,4,4,5,4,5,5,3,5,4,5,4,5,4,3,4,5,4,5,5,nữ,Trên 40 tuổi,miền Trung
30/10/2022 21:58:57,1,1,2,"Giải trí, Du lịch ảo / trải nghiệm",2,2,1,2,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,4,5,3,5,4,3,5,5,5,3,5,3,4,4,3,4,4,nữ,Trên 40 tuổi,miền Nam
